"","response","CE(20:4)_NEG","CE(22:6)_NEG","Cer(d18:0/0:0)_NEG","Cholesterol_NEG","DG(14:0/16:0/0:0)_NEG","DG(14:0/18:2/0:0)_NEG","DG(16:0/0:0/16:0)_NEG","DG(16:0/16:1/0:0);DG(14:0/18:1/0:0)_NEG","DG(16:0/18:1/0:0)_NEG","DG(16:0/18:2/0:0)_NEG","DG(16:0/20:4/0:0)_NEG","DG(16:0/22:5/0:0)_NEG","DG(16:0/22:6/0:0)_NEG","DG(17:0/20:4/0:0)_NEG","DG(18:0/18:1/0:0)_NEG","DG(18:0/20:4/0:0)_NEG","DG(18:0/22:4/0:0)_NEG","DG(18:1/20:4/0:0)_NEG","DG(18:1/24:1)_NEG","DG(18:2/0:0/18:2)_NEG","DG(18:2/20:4/0:0)_NEG","HexCer(d18:1/16:0)_NEG","LacCer(d18:1/24:1)_NEG","PC(0:0/14:0)_A_NEG","PC(0:0/14:0)_B_NEG","PC(0:0/16:0)_A_NEG","PC(0:0/16:0)_B_NEG","PC(0:0/18:0)_A_NEG","PC(0:0/18:0)_B_NEG","PC(0:0/18:1)_A_NEG","PC(0:0/18:1)_B_NEG","PC(0:0/20:4)_NEG","PC(14:0/14:0)_NEG","PC(14:0/16:0)_NEG","PC(14:0/16:1)_NEG","PC(14:0/18:2);PC(16:1/16:1)_NEG","PC(14:0/20:4)_NEG","PC(15:0/0:0)_NEG","PC(15:0/16:0)_NEG","PC(15:0/16:1)_NEG","PC(16:0/16:0)_NEG","PC(16:0/16:1)_NEG","PC(16:0/18:0)_NEG","PC(16:0/18:1)_NEG","PC(16:0/18:2)_NEG","PC(16:0/20:3)_NEG","PC(16:0/20:4)_NEG","PC(16:0/22:4)_NEG","PC(16:0/22:5)_NEG","PC(16:0/22:6)_NEG","PC(16:1/0:0)_NEG","PC(16:1/20:4)_NEG","PC(16:1/22:6)_NEG","PC(16:3/16:0)_NEG","PC(17:0/0:0)_NEG","PC(17:0/22:6)_NEG","PC(18:0/18:1)_NEG","PC(18:0/18:2)_NEG","PC(18:0/20:3)_NEG","PC(18:0/20:4)_NEG","PC(18:0/22:4)_NEG","PC(18:0/22:6)_NEG","PC(18:0/5:0(CHO))_NEG","PC(18:0/9:0(CHO))_NEG","PC(18:1/18:2)_NEG","PC(18:1/20:4)_NEG","PC(18:2/0:0)_A_NEG","PC(18:2/0:0)_B_NEG","PC(18:2/22:6)_NEG","PC(19:0/0:0)_NEG","PC(20:0/0:0)_NEG","PC(20:1/0:0)_A_NEG","PC(20:1/0:0)_B_NEG","PC(20:1/22:6)_NEG","PC(20:2/0:0)_A_NEG","PC(20:2/0:0)_B_NEG","PC(20:3/0:0)_NEG","PC(20:4/22:6)_NEG","PC(21:0/0:0)_NEG","PC(22:0/0:0)_NEG","PC(22:1/0:0)_NEG","PC(22:2/0:0)_A_NEG","PC(22:2/0:0)_B_NEG","PC(22:4/0:0)_A_NEG","PC(22:4/0:0)_B_NEG","PC(22:6/0:0)_NEG","PC(22:6/22:6)_NEG","PC(24:0/0:0)_NEG","PC(O-16:0/18:2)_NEG","PC(O-18:0/0:0)_NEG","PC(O-18:1/0:0)_NEG","SM(d18:1/14:0)_NEG","SM(d18:1/16:0)_NEG","SM(d18:1/17:0)_NEG","SM(d18:1/18:0)_NEG","SM(d18:1/20:0)_NEG","SM(d18:1/22:0)_NEG","SM(d18:1/24:0)_NEG","SM(d18:1/24:1)_NEG","SM(d18:2/14:0)_NEG","SM(d18:2/16:0)_NEG","SM(d18:2/20:0)_NEG","SM(d18:2/24:0)_NEG","TG(14:0/14:0/16:0)_NEG","TG(14:0/16:0/16:0)_NEG","TG(14:0/16:0/16:1)_NEG","TG(14:0/16:0/22:6)_NEG","TG(16:0/16:0/16:1);TG(14:0/16:0/18:1)_NEG","TG(16:0/16:0/18:1)_NEG","TG(16:0/18:1/18:2)_NEG","TG(16:0/18:2/22:6)_NEG","TG(16:0/20:4/22:6)_NEG","TG(16:0/22:6/22:6)_NEG","TG(16:1/16:1/18:2)_NEG","TG(17:0/18:1/20:4)_NEG","TG(17:1/18:1/18:1)_NEG","TG(17:1/18:1/18:2)_NEG","TG(18:0/22:0/22:0)_NEG","TG(18:0/22:4/22:4)_NEG","TG(18:1/18:1/18:2)_NEG","TG(18:1/18:1/18:3);TG(18:1/18:2/18:2)_NEG","TG(18:1/18:1/20:1)_NEG","TG(18:1/18:1/24:0)_NEG","TG(18:1/18:2/18:3)_NEG","TG(18:1/18:2/20:1)_NEG","TG(18:1/18:2/22:6)_NEG","TG(18:1/20:4/22:6)_NEG","TG(18:1/22:6/22:6)_NEG","TG(18:2/20:5/22:6)_NEG","TG(20:4/20:5/22:6)_NEG","TG(20:4/22:6/22:6)_NEG","TG(42:0)_NEG","TG(46:2)_NEG","TG(48:2)_NEG","TG(50:5)_NEG","TG(51:1)_NEG","TG(51:2)_NEG","TG(52:4)_NEG","TG(52:6)_NEG","TG(53:2)_NEG","TG(56:2)_NEG","TG(56:5)_NEG","TG(56:6)_NEG"
"5x10e4_2d_3",1,22.2655376474653,21.2242980567136,19.314936527791,19.2981565647184,20.9375650052235,18.7981808586228,23.8373163865136,21.2866664692743,24.2293957763553,24.6200301644724,22.6763854037722,18.7297947689657,21.2274568625973,17.9992834283404,22.7457069404387,25.2726514248752,21.7418891982778,21.4406296884962,16.7491515126662,20.6670102697204,19.2885892828503,20.1256784786437,19.5008818653845,20.6904897596363,21.3605577790477,24.426751535457,26.1625623576163,22.5626053147482,26.0435460060727,23.1896707557854,23.7457772991712,24.0474021993669,22.3909271332811,27.5802629386159,23.0803313944753,24.1445647395802,21.856153358498,18.1913415056284,23.2501214292778,20.6813404062436,28.3890486071858,27.4355982891827,26.2591278958186,27.5434435903123,27.6067776055834,25.1069508898752,27.4998083050589,24.4111543271694,23.3164978203381,26.3008827488266,22.6865782144971,22.2370137019505,21.4779507892606,22.6866854951893,20.1487440587422,19.6323522737321,25.5214500792734,26.937266317997,23.9441187397424,27.0269232232073,23.3843599431802,24.5885880365021,20.6796307517972,17.3220914003696,25.152259462401,24.6720091783602,23.823869338967,24.2113617981666,22.5830454555301,20.7198238082217,18.9349760650084,19.3770050096723,19.3611885503047,18.9019786739767,19.3985025964508,20.1356120699796,20.8462588926369,22.1810389411794,17.7272678891915,18.3480544833654,16.632255854887,15.9400490938664,17.425441947091,20.7048207865762,20.3374905618749,23.0548854707967,20.0886203663027,19.4754775290058,22.4523380286762,20.4766575899632,20.8979366464734,20.30430605735,26.375708044396,19.6856252674378,22.4039696465072,25.1029344239648,25.3130249994712,25.8501824491934,26.7536725639132,15.2995421698223,23.7877204610735,21.355436191456,24.9572400529414,20.7149836290448,21.0441300966203,24.4659322791111,20.6828114988346,25.6682455234753,25.8463703335032,26.4783424241234,23.1463259696748,21.0883649622279,19.3649147807457,25.0097797634594,17.8259409924463,22.2833502331582,21.7381410293705,17.2107572414103,17.557105593614,26.32536530113,26.2887086784963,22.2374028374472,18.0971448316353,25.4007844743101,22.7063936786818,22.094227524659,19.7600558539839,17.4793784103475,16.799098581766,14.3228420650909,15.5352931774107,19.6055918715641,23.5867026032466,25.9709501123239,21.7918284158095,21.0270162306152,22.2363684132774,26.7873770216654,22.1519842784204,21.8723238381276,21.7443049993684,23.5870797725855,23.1910836196785
"5x10e4_2d_1",1,22.2982834229819,21.3894460932712,19.5380174305212,19.5743767511112,21.020135413541,18.6261742340299,23.9207500029316,21.1931839279311,24.4092201249974,24.5770703392398,22.7997059235136,18.9110756679654,21.2335893983535,17.1805298968217,22.5237160442831,25.2125808384518,21.7467262939034,21.6622183061911,16.9666779433725,20.5465890599528,19.390924116581,19.9732778284214,19.6684891146344,19.950760825327,21.2667971187059,24.3322771257594,26.0376501699696,22.4934328204842,25.3530610567259,23.2383095375225,23.6640905711108,23.7996657120732,22.9665036916824,27.5309121932222,23.4778608908477,24.5687342077991,22.0936783612806,17.8018849516486,23.001915989751,20.8444020643932,28.399219632865,27.485049497032,26.3119450573194,27.6734995165582,27.6865415619941,25.0524066903135,27.4613200649654,24.4508450076825,23.3652018783646,26.1312011855215,22.6253661676488,22.7063712283929,21.6838122361436,22.890987465273,20.2987243330202,19.1154313899303,25.5617651471142,26.9878162678676,23.9797512110219,26.9825351279903,23.3858343648833,24.4726433717344,19.585324306847,17.0875845593659,25.0308996301643,24.4877436360035,23.7505078646857,23.8971560800471,22.5294454483719,19.0898897603701,18.7075843080965,18.6707257191518,18.876369774602,19.1403767110492,19.1248460853157,19.5808375100547,20.4575284233457,22.1459489329297,17.6836464941544,18.311845304006,16.5409366889372,15.7675444705577,17.7346458512023,20.6547215683702,20.2631892392383,22.8625691628864,19.9495000062017,19.6177377148218,22.0481151487,18.7729894549313,20.487609085275,20.2253345485054,26.2950930564282,19.4535134246236,22.2330009642234,25.1322708073851,25.3381040150611,26.0054492848812,26.7115645802596,15.1339591764412,23.9532158315169,21.4124371442893,25.043255791479,20.8846150124944,21.4078757222034,24.1420534439872,20.7888444615279,25.5561445507285,25.9421928535389,26.4322745244758,23.4382725638299,21.6055679095793,19.6945760688586,24.5583939694905,18.5961511888528,22.0507758206739,21.3072108169489,17.5030813225584,17.7648914283043,26.2817011362213,26.1642587936271,22.0880506188994,18.1484793751132,25.0928337436127,23.0707844407752,22.3064731110699,20.2056670887089,17.7507485856632,17.367608179574,14.8383278737101,15.6826001028181,19.1651209123533,23.0895767189091,25.6780347348834,21.1633614528851,21.1423350474931,22.0213410976503,26.5744282629571,21.5601493646669,21.7042750675262,21.5365444970826,23.9656047291049,23.4662254844174
"5x10e4_2d_2",1,22.4421915420062,21.3928447398603,19.1950202444057,18.9599198864131,20.8127920911074,18.3872114217065,23.5671048569096,20.9781645712012,23.8132141026612,24.1469904396573,22.4522222591172,18.5225682421141,21.2003965212187,17.5501059540457,22.6227356489547,24.8941621031908,21.38109125146,21.0770505546282,16.427800549951,20.2739412597768,18.9852172530583,19.7512508527458,19.312711680684,19.3083804182286,20.6852780308985,23.845058037633,25.5614333948628,22.0406594549625,25.5173144811596,22.6779279914518,23.1883002797734,23.4426129982743,21.5610665957329,27.357575360512,22.1313241366169,23.3315726302998,21.0914768709061,17.3327618472739,22.6214752114143,20.1564397287403,28.266000692087,26.9909663345146,25.9071717025267,27.3555050166248,27.1538799398375,24.6390928080593,27.0136320898661,23.9638360711793,22.9834573557041,25.8118270994485,22.1363792886479,21.8681417799201,20.5790084600868,21.5537615755794,19.809271598826,18.8056228527807,25.2505138404505,26.5109881810909,23.5406379466678,26.8065397888852,22.8713612984575,24.0737828263759,18.5368300998839,16.0373552474976,24.6196722582166,24.2388944992212,23.1559578952224,23.6979984635739,22.1717824408391,19.3352132794352,18.1205544612735,18.0943293418428,18.5509382632043,18.4248025293729,18.5812105829284,19.2341916290904,20.3156261146927,21.4880791609104,16.5417799739418,17.4506945131927,16.0086173725372,15.1852494529978,16.3701153341793,20.2109689913911,19.656972185124,22.1713953532954,19.1771509372751,18.7630415155847,21.7991537333378,18.9001885504813,19.7093511092361,19.4508417362301,25.9912637125027,19.2197370730917,22.5178029662476,24.6307583722684,24.9482098289326,25.45421355815,26.4295819471487,14.5722715084015,23.149311894155,20.660198219976,24.5919839486063,20.608240719552,21.1146820151166,23.9713728712867,20.7576084264968,25.5244446299564,26.0095327355003,26.4522197450172,23.5883916544301,21.7210699758133,19.9092946059093,24.3302288176428,18.2480225171525,21.6491763445173,20.8792418320536,16.9120171077309,18.0508734459388,26.1438003060512,25.9523268576975,21.8927267896237,18.1792230079061,24.9249934944378,22.7017986404765,22.2360194489124,20.3904056751266,17.7046055207908,17.3300346899587,14.8084626546046,15.2783141787995,19.2253894207534,22.9438300787698,25.5344617648004,20.9113277052614,20.9227468033202,21.7485778857578,26.5101007352496,21.4063946002209,21.3381961193798,21.3427782589506,23.9935468164563,23.1896407471916
"5x10e4_4d_1",1,22.715595483645,21.6079168899287,19.8206390354804,19.8735009060094,20.5622356686539,18.2326807505497,23.5410769948813,20.8511051614807,24.0878430144463,24.2462784344106,22.9305334250331,18.8968999844199,21.3406156617756,18.3676365717632,22.6440463762915,25.4249816256465,22.5169415785999,21.6662772142066,17.1700486707768,20.7312354280385,19.652349153909,20.6255687283083,20.5561461882848,19.2869754870555,20.9647430094377,24.1688370494799,26.357382998694,23.186353517982,26.4385871796974,22.6587732696254,23.7774983368807,24.0379480474893,21.7383439268268,27.6359729097479,22.8042987495365,24.0110277524204,21.6856120083225,18.1695949098662,23.0749719477382,20.3712204275289,28.3379753040513,27.2179358133029,26.1582138095892,27.6001605326772,27.3483699469262,25.0387288044888,27.5006201751054,25.1338897422972,23.3201276205779,26.1963984635859,22.5292777900906,22.6709161773729,21.7617186086145,22.2207951453495,20.9721517427625,19.810687239222,25.3461785166811,26.8291739796196,23.9613906953801,27.1753866033013,23.995005501645,24.7984139535145,17.6815200319603,15.3451122865003,25.2609258489305,25.200070784143,23.3805317452596,24.0918025722081,22.7078413533728,20.298398383019,19.0252952136954,18.6570369728889,19.6980906934307,19.4026411559115,18.8979581510778,20.381864111987,20.6955611418023,22.5190174549788,17.9016577976474,18.4122780660838,17.2477690634627,15.4495527101249,18.0363879479452,21.0440847258776,20.7485635549578,23.026715243026,20.110923398794,19.5679949397988,22.0366208632157,20.1313349708854,21.6071222403083,20.7253381715246,26.1024659400633,20.0699803770884,22.8755420156927,25.2330349132428,25.419979974045,25.9165911188377,26.8700016346916,15.4250957590969,24.2285110518217,21.4574923527947,25.1869366590718,19.9893914679388,20.7401318605835,22.8673620785484,20.3306670479453,24.6495631863536,25.5310425274986,26.4664551514107,24.3357368086145,22.5358679062129,20.677821132614,24.1173843816102,19.0811661284642,21.7932377474173,20.8873838847784,17.0222670541355,19.4135033295263,26.323652393995,26.1344810010991,22.1428885880019,17.9787489445263,24.7963582162921,22.9261241277431,23.0484852110052,21.2981685936543,18.7616734696809,18.3649000904939,16.0374826077793,16.5700093490082,18.2447164480515,22.1290962022086,24.9072039827515,20.5350459641206,20.7963442533112,21.5608910306441,26.457502247237,21.3635053044831,21.4829846714776,21.467934475557,24.4464471464,23.89767515068
"5x10e4_2d_4",1,21.4950830575323,20.2679586555395,18.9328110962195,19.2742210176734,21.0163313853124,19.5082404108319,23.9898752794953,21.5880698594479,24.6377353908838,25.0889459045537,22.759227974273,18.6172988559557,21.3911902177288,18.5561881792717,23.0237783758211,25.434160772657,21.6915471652582,21.6341804598916,16.9896538341551,21.8417154970982,19.3275200256302,19.762420666863,19.4176339053575,19.3920006778641,20.8370672547743,24.1489212113928,26.0529396253934,22.6927762797834,26.1059081889518,22.8236791896802,23.5007609322093,23.4348274831155,22.3281684187923,27.6548832390219,22.988346553634,23.9782688941766,21.5767856748827,17.8905564345436,23.2588002055551,20.6243039587896,28.4190873326408,27.5102065185714,26.2484932435328,27.54867294772,27.5604878262188,24.9875823634286,27.2478969545184,24.3292668156496,23.3003318906205,26.2084061411896,22.3433553081764,22.0363612835392,21.358663674755,22.498059476192,20.3166121667199,19.6313097430007,25.5150782662405,26.9567728160569,23.8484345933292,26.958687667967,23.2074823815991,24.633307570458,19.9382065336395,16.7269081925429,25.1397450918727,24.6569264829134,23.4930719001318,23.736897969003,22.2571373242779,19.8296104846358,18.7120815134094,18.8374494060139,19.0415338305626,18.9992622638096,18.6894583463609,19.7263596435568,20.4075479831386,21.7684836003477,17.297888685103,18.1469896630415,16.4089305157032,15.1536135684759,17.1763067857752,20.1360218674733,19.8796078337938,22.6846111280553,19.7567325237959,19.4945206554686,21.988663279513,19.1409040190587,20.1031627647267,20.1157283960588,26.2813161274382,19.7362349988888,22.2590114880648,25.0863294958986,25.2552259957706,25.7391138115235,26.6846435496149,15.0605908883323,23.5402988163708,21.2422797871384,24.9177061403064,21.1514006156271,20.6899901892876,24.9032404082219,19.9534363685898,25.7591748315342,25.7733044389744,26.4990529299028,22.5911795585826,20.0423971554586,18.452035575277,25.8873519947878,17.8967501663355,23.1339381741407,22.5600804263406,17.0423984914744,15.981958033443,26.5482720764236,26.6416996499235,22.6468174140958,17.8550060697889,26.1809538347916,22.6411350334409,21.664614161859,18.4723523357405,16.7441753264229,15.9674431695209,16.4731904199382,13.5055954575035,19.9277496648318,24.4806697904034,26.3465875839544,22.9161526337444,21.2065654821539,22.6638194229255,26.997717275108,23.5354804284127,22.4060966358029,22.0342273724899,23.1810133035981,22.9011191614541
"5x10e4_4d_3",1,22.0324596191183,21.2378045567805,19.2793929416926,19.3275534663856,20.2451995721747,18.3627678840907,23.2638575952053,20.7021820933846,24.0170639308585,24.0322441947274,22.3831787660851,18.2780971947489,21.0982091464361,17.9870551805381,22.8517933541874,25.1622753003329,21.5890254252324,21.4337263988553,16.6003961565811,20.6178992126661,19.1176337489701,20.3862747134401,20.1223420698606,18.2251223954099,20.2325295463572,23.6346954108928,25.8854090020704,22.9326263982253,25.9449468555824,21.9200143169243,23.4521859299465,23.445300965042,20.8757079241496,27.4282919251792,22.51333761929,23.6078925151411,21.0001410188814,17.6113401623036,22.7233511820995,20.5586140945703,28.2489189513902,27.2286584212807,26.1291369323992,27.4857675337057,27.1645928701519,24.6688057973931,27.2681627459295,24.4478569701821,22.7613754158353,25.9426562456381,22.1818443966761,22.2579576424418,21.5642727851454,21.5327638583021,20.22410975118,19.3833983080412,25.3316641959011,26.5880160864905,23.5530814085608,26.9666717833181,23.5346476990467,24.7209187896353,20.2293755316358,16.523504168729,25.0541216935451,24.8790494920078,22.6048978301068,23.4571274634996,22.2912640220781,19.8957347434651,18.1736132472799,18.1322328332195,19.1169920916818,18.9395430771898,17.9827885622468,19.4109251279848,20.2641261398149,21.7787635554279,17.1697858798793,17.9414328296352,16.7781130331113,14.7689636847629,17.1199039729412,19.896508780556,20.226891932553,22.4272767775359,19.6053921385149,18.9149401832271,21.6771143104467,19.6682324283387,21.1061863907892,20.2816105884532,26.408479407265,19.7161262597124,22.9395467537128,24.8469252095604,25.0693607671421,25.5673610296068,26.6929377846675,15.1967850534648,23.8834920090465,21.1155810912015,24.8432834450214,20.7080073922779,20.9712204151234,23.934780398043,19.6967961798976,25.1882486578144,25.8314492269,26.4722860139593,23.5283637277321,21.7356399966117,19.6166845656646,24.6202306785116,18.5603116075247,22.1778474315225,21.3690334969979,16.8611773253522,18.5642048577949,26.4018885908829,26.2685768364399,22.1302926243441,18.2653596568878,24.9941049619064,22.6364522611619,22.5810227364122,20.510474564862,17.8362867550079,17.639388848327,15.4248740168177,15.775076727834,18.7573447347947,22.9810625533174,25.5052213306836,20.9689123072313,21.0292503191839,22.1355989194694,26.5457131195608,21.5052876095717,21.7093248130573,21.5625003933314,23.9668433749956,23.3001271327897
"5x10e4_7d_3",1,23.4392456330129,22.2131186110552,19.4544295816949,18.955186856622,19.7026175435289,17.435548949581,23.0447061142649,19.9489349327815,23.3867034832375,23.3678888777993,21.7407664901539,17.6209542889658,20.5453679917647,16.7605124574336,22.1393257325512,24.306592982659,21.3197061575,20.9658103487413,16.2582993280268,20.3889691493609,19.3961304597824,21.2754746394481,20.1998619204389,18.2104867506171,20.9979306832536,23.7658200474856,26.1558541611278,22.7004372839231,25.8571794519609,21.6290723030067,24.0619112069188,24.2678415297511,19.5219730983509,26.8813049053182,21.3912831907386,22.9114398093004,20.6288285262766,18.4548049413732,22.5677878443688,20.0160351334139,27.9757467054404,26.593985215762,25.5204782890527,27.1883574844067,26.8132984705862,24.3056917548678,26.9754646543498,24.4661339808776,22.2662265101054,25.7660475074945,22.8633265008809,22.4226380374037,21.0429645168755,20.8048943575374,20.5193817823044,18.9351396851897,24.8663735810684,26.3154500518788,23.0416502959721,26.6773153270665,23.5389758247575,24.2420360835914,16.9720473271882,14.1678116602479,24.9918625220641,24.9793115347693,22.5899965829231,24.2889996639938,22.5180548330532,18.6138144141433,17.8889343938631,17.6110506956388,19.6603672217213,18.9183577414625,17.9305761046864,20.335662945402,20.5180858179203,21.6273432898852,16.866024776509,17.4073134121253,16.9729967836704,14.7610155996554,18.7207043472837,20.2453510502964,20.9937963375294,23.174227928359,19.0476177019531,18.4020472569079,21.9512863159682,19.2806359913728,22.2011507034403,19.7522995825212,26.2614380112092,19.9412630252081,22.9005079111082,24.2148950701064,24.5130009281445,24.8367590535577,26.3790057373905,14.8855151322375,23.8691140960567,20.5307929181144,24.4251175343749,19.919677062696,20.9785183657306,22.4673025489647,19.9422518373547,24.5356905525298,25.4559157650057,26.4866382801307,24.1185463544289,22.3641635164877,20.3363977296596,23.9798398975677,18.932077840945,21.7763135456387,21.1411039712792,17.3657540134454,19.4539919780298,26.323819214387,25.9665071241159,21.9219737398656,18.0248025134979,24.9809096364054,22.4077144548476,23.0874578233949,21.0887136850752,18.9459631430671,18.0980518470212,16.2415415704194,16.7113092479664,18.2301620794486,21.7154046539183,24.6728326472983,20.6019092674156,20.6966182340191,21.6684775365987,26.532031850818,21.4514907226284,21.3723726377448,21.2915908852141,23.8236017430593,23.6806673884464
"5x10e4_4d_2",1,22.8304391903425,21.8404850169736,19.3717472701809,19.5086725051345,20.4089289612925,18.7706939331592,23.7096199338706,20.8924548978137,24.1377622875276,24.4075197173427,22.8003288106716,18.8472598299685,21.3182973101805,18.2118039492363,22.3799145310257,25.3953916190279,22.1048866434777,21.5476232026561,17.0856147667376,20.7542000192779,19.0040367992613,19.8954565764258,20.3706195681884,18.901247071229,20.2811028497624,23.8852371291183,26.0845965859169,23.0694817275165,26.3670058135907,22.5539608539267,23.5188461797451,23.3164323570981,21.7293461804491,27.5325783944611,23.1685950009033,24.3453169858529,21.5195138822318,17.826889418141,22.951943910389,21.3374841646933,28.3289969841246,27.5320311371792,26.346114792389,27.7123171852081,27.5259851444592,24.7066446132992,27.3885539274634,24.7470317955943,23.0825194101696,26.4432765739536,22.2526375721196,22.2133711050742,21.9455685013198,22.4262797291138,20.8324019595131,19.8571216325174,25.6035351179059,26.8047217756614,23.8945452476812,27.1888221314059,23.9030711984368,25.0332912489339,20.1604915917528,17.4783473620936,25.0175169742889,24.8019869512328,22.9958226909405,23.4418935373618,22.5274192560201,19.5172376973107,18.7127283901612,17.9289698299313,19.1380930223625,19.0455162188458,18.3927235722456,19.6417618203064,19.6888329562393,22.0376298959795,17.6366771650399,18.4378984636707,17.059634592654,14.6343374685185,17.4489439247487,20.1819458239778,19.668602293155,22.4033811054928,19.9546157539275,19.6028943284738,21.3524485437191,18.7876548083951,20.9642109387759,20.365853978563,26.3746134150852,19.8388351784351,22.5752778275541,25.1257130002158,25.3616016832112,25.904527683791,26.7510945197829,15.433277629258,24.4819140834933,21.2991934822312,25.0803022765858,20.2924176897321,21.28407457239,22.9956769368402,20.1572280329231,24.8437121567805,25.7502856093215,26.4901271624435,23.9130184901331,22.0466559289711,20.2671342879048,24.0809497261871,19.018595481089,22.2380275400385,21.4023944650643,17.7490618761106,18.8127033854358,26.4892403869279,26.3784974147709,22.5320386303689,18.6428993738468,25.0672080093443,23.109404739337,22.9648353548741,20.9151514187528,18.6339632567709,18.4685795486088,15.7130967797896,16.2775130192907,18.8345595846144,22.1647940153474,24.961908267672,20.4852038221443,21.2353218512482,22.0198801444709,26.4923198352423,21.0881172789968,21.86537496567,21.8767059716563,24.4149213203204,23.8263347341456
"5x10e5_2d_3",1,22.9388577352017,21.8909624250484,19.0307324605529,19.1937470227934,20.179186857304,18.1211197412369,22.9642647100052,20.3809585270573,23.5627729868537,23.540509895327,22.3376853220586,18.0996723818155,21.1807112312786,17.7123425871748,22.2506276110552,24.750405226629,21.5679920395078,21.1361024671081,16.3352263665723,19.974484699582,19.1391080423138,19.9076596804396,20.1078297388479,17.2145032242986,19.9767502725963,23.0407813410413,25.5075012949115,22.2521609761024,25.8347931433711,21.3639994259411,23.441491374046,23.2049349600262,20.4406142286901,27.1663255424703,21.8424022355289,23.1404707981721,20.5597621708553,17.2196633762585,22.3198778438217,20.020291775341,28.1043893575362,27.0093126639078,25.9021387172758,27.4357377788761,27.0879017551358,24.3108301990144,27.1310601635737,24.2228386718608,22.7590260621001,25.8656787190618,22.0152751783476,21.6657444697768,21.1041932111533,20.9922238672309,20.0477817618761,19.1136305828672,25.1174401878399,26.366796833299,23.165654434454,26.9073465756702,23.4735446158568,24.7766758915106,19.3587319437676,16.3755952385033,24.7468225323784,24.7171351276709,21.8655904691518,23.485749234044,22.0054426028292,18.5105739225238,17.9333110136211,16.9505757415711,18.4237281256486,18.4860120391298,17.0540151764312,19.2018053550669,19.7419839089919,20.9726120105095,16.4523971040244,17.7540765353205,16.1273607201188,13.9839751596622,16.74656772727,19.2601082225053,20.174277768247,22.4538382956827,18.8950541608294,18.6377939742346,21.2095475160858,17.9378201784558,20.2961344184335,19.7719340088227,26.1947110229592,19.6233708138853,23.1846889324045,24.712960179172,25.0228102221523,25.3326183189344,26.4431321188334,14.8586229524724,23.99095846013,21.1163249221676,24.6473268867546,18.8412136201992,20.4691781182535,21.1481198178679,19.6390295286116,23.5524285967164,25.2776459619851,26.1986346285239,23.9723419683375,22.7060172476136,20.3659073616363,22.213824652545,18.9813253060074,20.9579660340305,19.8802313654106,17.2173300115177,19.2980606093831,25.8741627373804,25.4196489304967,21.716812764312,18.0076872297926,23.4264326639914,22.3390973973794,23.0565851291271,21.4595031616461,19.0251351679665,18.2216736988241,16.2859263620362,16.9703661696472,17.1913485847911,20.2350658639987,23.373435778123,19.5014732588241,20.1334186617301,20.8321248324497,25.7252313342954,20.0764054301946,20.7360984034418,21.088923266416,23.9029661680337,23.6370696948379
"5x10e5_2d_1",1,22.6068052742543,21.7166665732217,19.6518329140286,19.4017938254914,19.9638130575538,17.8167236322278,22.9486437587543,20.4110590043919,23.6732501912075,23.7875991158449,22.4593096621485,18.074672636276,20.6645818295314,17.9450094788728,22.485371398554,23.6883782768947,21.7182772061558,21.2682945538384,17.0191059196061,20.4261034819563,19.3698454500211,19.9145898799917,20.161228932609,18.156581994732,20.4138421117162,23.5504352714525,25.9699586563481,22.6252019355171,25.9414361431304,21.7931467394705,23.6402116117204,23.7336087180271,21.1774268378769,27.3250438054043,22.6224830909694,23.737880561237,21.1804265487466,17.8154333329259,22.7534627315536,20.5173188068886,28.1377341496849,27.0686341358723,25.9882859569337,27.3371065446176,27.1290059312012,24.6713134335648,27.2473241807862,24.5136021932698,22.6436352645847,25.9912275493527,22.4928893285057,22.160094690074,21.2564638314068,21.5200445596626,20.5890573236926,19.5372993426085,25.3030266488494,26.8085377759327,23.6166434017806,27.0512653747589,23.8057741746,24.6333499247134,18.3155452721909,15.9575120508381,25.1448923633245,24.8734543448968,22.7288911225266,23.952512694511,22.6616133926883,19.3831144135227,18.5234967507263,17.6491777701453,19.2250891425128,19.1491262593651,18.0851295991654,19.9653876298909,20.399726704332,21.6228837451025,17.3908203644912,17.994947255032,16.7421122367171,15.1474296265865,17.8049154243046,20.0174189345664,20.6441206610905,22.7229120472447,19.3422224139354,18.8687554994803,21.3575094529659,18.4096610328742,20.5984139921373,20.1346928111839,26.2672478986043,19.7692604779011,23.1046288247533,24.8835501795573,25.1471687395813,25.6212252278917,26.6175241871445,14.856936100955,24.0663344425399,21.0276441690922,24.763805831474,19.9534809515293,21.0896271462843,22.2635361352913,19.977878364506,24.3288077570818,25.4960350286119,26.3368351797632,23.8502263331166,22.1291133436259,20.1543565955307,23.6326544701095,19.2084592795754,21.691692090659,20.7576264314639,17.6654653914367,19.1807811793162,26.179998812353,26.0463123783476,21.9900186768819,17.9634446132141,24.6057928200928,22.6850622893626,22.7790361902448,20.8387129607553,18.1559949413058,17.7073774592257,15.2569083518264,15.9442715841959,18.2832033995851,21.3797323951071,24.4269376818396,20.1779260321367,20.944232525487,21.5102004809193,26.3654009436815,21.0852202258814,21.4461986192847,21.4160568242329,24.1806952990388,23.6712815750175
