"SampleID","Resp","RS30_HUMAN","EIF3I_HUMAN","RL24_HUMAN","ARPC2_HUMAN","RUVB1_HUMAN","TEBP_HUMAN","PPGB_HUMAN","KPYM_HUMAN","PRDX5_HUMAN","PDIA1_HUMAN","ENPL_HUMAN","LMAN2_HUMAN","CATB_HUMAN","ACTN4_HUMAN","ANXA1_HUMAN","ALDOA_HUMAN","TMEDA_HUMAN","MIF_HUMAN","MYH9_HUMAN","SET_HUMAN","CALR_HUMAN","RPN2_HUMAN","TMED9_HUMAN","G3P_HUMAN","PRDX3_HUMAN","COPE_HUMAN","CISY_HUMAN","PDIA3_HUMAN","ECHM_HUMAN","RPN1_HUMAN","FLNB_HUMAN","PRDX4_HUMAN","ITA2_HUMAN","SYWC_HUMAN","SYVC_HUMAN","HS90A_HUMAN","PSA6_HUMAN","6PGD_HUMAN","SYEP_HUMAN","TERA_HUMAN","THIO_HUMAN","CTNA1_HUMAN","GRHPR_HUMAN","HSP7C_HUMAN","DDX3X_HUMAN","COX5A_HUMAN","IF5A1_HUMAN","PGK1_HUMAN","PDLI1_HUMAN","ANXA2_HUMAN","S10AB_HUMAN","RLA0_HUMAN","HS90B_HUMAN","RS3A_HUMAN","ATPB_HUMAN","TGM2_HUMAN","DYHC1_HUMAN","COF1_HUMAN","AHNK_HUMAN","K2C1_HUMAN","PSD12_HUMAN","GLU2B_HUMAN","RS3_HUMAN","EF2_HUMAN","CLIC1_HUMAN","SSBP_HUMAN","SORCN_HUMAN","G6PD_HUMAN","HNRPC_HUMAN","ROA1_HUMAN","MAOM_HUMAN","PCBP1_HUMAN","HNRPU_HUMAN","ATPA_HUMAN","CAP1_HUMAN","AATM_HUMAN","DHX9_HUMAN","ETFB_HUMAN","2AAA_HUMAN","HNRPL_HUMAN","IPO5_HUMAN","EF1G_HUMAN","KCY_HUMAN","CNDP2_HUMAN","ROA2_HUMAN","RL11_HUMAN","ECHB_HUMAN","PTBP1_HUMAN","FAS_HUMAN","PSA5_HUMAN","TCPB_HUMAN","TCTP_HUMAN","UBA1_HUMAN","PRKDC_HUMAN","COPB2_HUMAN","RD23B_HUMAN","S10AA_HUMAN","IF4B_HUMAN","DEST_HUMAN","ENOA_HUMAN","G6PI_HUMAN","STIP1_HUMAN","IF4H_HUMAN","CO3_HUMAN","QCR1_HUMAN","SNX3_HUMAN","PPP5_HUMAN","OTUB1_HUMAN","EFTU_HUMAN","MDHM_HUMAN","HNRPM_HUMAN","PLEC_HUMAN","NAMPT_HUMAN","GRP75_HUMAN","SYIC_HUMAN","ITB1_HUMAN","ATPO_HUMAN","SAHH_HUMAN","WDR1_HUMAN","1433Z_HUMAN","LASP1_HUMAN","CLH1_HUMAN","RL5_HUMAN","PGM2_HUMAN","ATPD_HUMAN","TPIS_HUMAN","AHSA1_HUMAN","IF16_HUMAN","SPTN1_HUMAN","RBM3_HUMAN","GELS_HUMAN","CATD_HUMAN","SYSC_HUMAN","G3BP2_HUMAN","NP1L1_HUMAN","1433G_HUMAN","1433F_HUMAN","AP3D1_HUMAN","ROA3_HUMAN","PDIA6_HUMAN","RS14_HUMAN","TCPZ_HUMAN","TKT_HUMAN","ROA0_HUMAN","PSMD1_HUMAN","IF4G1_HUMAN","PRDX1_HUMAN","MOGS_HUMAN","SEPT2_HUMAN","STRAP_HUMAN","GBB2_HUMAN","MATR3_HUMAN","CAPR1_HUMAN","ESTD_HUMAN","MDHC_HUMAN","IDHC_HUMAN","VDAC1_HUMAN","HCDH_HUMAN","P5CS_HUMAN","CAZA1_HUMAN","LMNA_HUMAN","RL4_HUMAN","TLN1_HUMAN","NP1L4_HUMAN","NUCL_HUMAN","VINC_HUMAN","TPM3_HUMAN","FUMH_HUMAN","CALX_HUMAN","CAND1_HUMAN","S10AG_HUMAN","YBOX1_HUMAN","C1TC_HUMAN","H15_HUMAN","CHM4B_HUMAN","PA2G4_HUMAN","RBP56_HUMAN","RRBP1_HUMAN","RM12_HUMAN","HYOU1_HUMAN","OST48_HUMAN","DLDH_HUMAN","H2AY_HUMAN","ANXA4_HUMAN","MYOF_HUMAN","ADHX_HUMAN","ODO2_HUMAN","THOC4_HUMAN","CTNB1_HUMAN","THIL_HUMAN","QCR2_HUMAN","SYRC_HUMAN","GBB1_HUMAN","TNPO1_HUMAN","NLTP_HUMAN","ACSL3_HUMAN","SPB6_HUMAN","HNRPR_HUMAN","ATPG_HUMAN","NPM_HUMAN","SYTC_HUMAN","ECHA_HUMAN","SEPT7_HUMAN","TIF1B_HUMAN","RS2_HUMAN","SYAC_HUMAN","TPM4_HUMAN","AGM1_HUMAN","AT2A2_HUMAN","FLNA_HUMAN","GANAB_HUMAN","TCPH_HUMAN","SFPQ_HUMAN","SPTB2_HUMAN","CYBP_HUMAN","LPPRC_HUMAN","STML2_HUMAN","HSP74_HUMAN","SYYC_HUMAN","ACLY_HUMAN","SYQ_HUMAN","RAB10_HUMAN","RL3_HUMAN","HNRPQ_HUMAN","LAMP1_HUMAN","C1QBP_HUMAN","TXNL1_HUMAN","NONO_HUMAN","COTL1_HUMAN","PSB1_HUMAN","SCPDL_HUMAN","THIC_HUMAN","RL10A_HUMAN","CD59_HUMAN","ATP5H_HUMAN","MARE1_HUMAN","CNN3_HUMAN","CN37_HUMAN","CLIC4_HUMAN","NAGK_HUMAN","PDCD6_HUMAN","TCPQ_HUMAN","GLYM_HUMAN","UGPA_HUMAN","PRS4_HUMAN","TOM70_HUMAN","RS7_HUMAN","PSMD3_HUMAN","HNRL1_HUMAN","SF3B1_HUMAN","SODM_HUMAN","COMT_HUMAN","VATA_HUMAN","DHE3_HUMAN","PHP14_HUMAN","ARPC5_HUMAN","ERP44_HUMAN","TXND5_HUMAN","MYH10_HUMAN","COPA_HUMAN","TCPG_HUMAN","GFPT1_HUMAN","PIMT_HUMAN","AK1A1_HUMAN","EIF3A_HUMAN","APEX1_HUMAN","PREP_HUMAN","DDX1_HUMAN","XRCC6_HUMAN","PSA7_HUMAN","SYNC_HUMAN","MAP4_HUMAN","PRP19_HUMAN","AP2A1_HUMAN","CTND1_HUMAN","XPO2_HUMAN","MOES_HUMAN","RS16_HUMAN","DDB1_HUMAN","CAV1_HUMAN","PRS6A_HUMAN","ANXA7_HUMAN","ADRM1_HUMAN","IMB1_HUMAN","HNRL2_HUMAN","RL23A_HUMAN","KINH_HUMAN","CH60_HUMAN","DDX5_HUMAN","PSME1_HUMAN","DC1I2_HUMAN","OLA1_HUMAN","RL29_HUMAN","PDXK_HUMAN","RL34_HUMAN","TBCB_HUMAN","RS5_HUMAN","SC31A_HUMAN","UBP14_HUMAN","RL8_HUMAN","HINT1_HUMAN","SRC8_HUMAN","AP2M1_HUMAN","DCTN1_HUMAN","DBNL_HUMAN","HXK1_HUMAN","HDGF_HUMAN","PSME2_HUMAN","SYIM_HUMAN","ARC1B_HUMAN","ETFA_HUMAN","DCTN2_HUMAN","UGDH_HUMAN","CKAP4_HUMAN","COX41_HUMAN","PSA4_HUMAN","HNRPF_HUMAN","RAB7A_HUMAN","LRC59_HUMAN","SH3L3_HUMAN","IF4A1_HUMAN","SERPH_HUMAN","DHB4_HUMAN","SCRB2_HUMAN","SYK_HUMAN","PSDE_HUMAN","PDC6I_HUMAN","1433T_HUMAN","VATB2_HUMAN","LPP_HUMAN","ILF2_HUMAN","COR1B_HUMAN","EIF3F_HUMAN","PCNA_HUMAN","ALBU_HUMAN","DC1L2_HUMAN","PEBP1_HUMAN","SF01_HUMAN","RS15A_HUMAN","GLGB_HUMAN","AT1A1_HUMAN","USO1_HUMAN","COPG1_HUMAN","FPPS_HUMAN","HEXB_HUMAN","CNBP_HUMAN","KLC1_HUMAN","HNRDL_HUMAN","RS4X_HUMAN","LDHB_HUMAN","TCPA_HUMAN","LDHA_HUMAN","GUAA_HUMAN","IF2A_HUMAN","CAPZB_HUMAN","RL38_HUMAN","PPIB_HUMAN","PDIA4_HUMAN","EIF3H_HUMAN","PRDX6_HUMAN","LEG1_HUMAN","PARK7_HUMAN","APMAP_HUMAN","TAGL2_HUMAN","RL23_HUMAN","GDS1_HUMAN","RS21_HUMAN","ATLA3_HUMAN","PSMD2_HUMAN","TCPD_HUMAN","RS29_HUMAN","RS6_HUMAN","CAZA2_HUMAN","HNRH2_HUMAN","RS25_HUMAN","DHB12_HUMAN","SND1_HUMAN","IMDH2_HUMAN","HNRPK_HUMAN","TBCA_HUMAN","RTCB_HUMAN","GDIB_HUMAN","HNRPD_HUMAN","ROAA_HUMAN","HS105_HUMAN","COPB_HUMAN","EIF3L_HUMAN","DAZP1_HUMAN","TXD17_HUMAN","EIF3B_HUMAN","S10A6_HUMAN","BIEA_HUMAN","XRCC5_HUMAN","KHDR1_HUMAN","RINI_HUMAN","RS20_HUMAN","RANG_HUMAN","SNX6_HUMAN","RL27_HUMAN","RS12_HUMAN","STOM_HUMAN","CD9_HUMAN","RS19_HUMAN","NDUAD_HUMAN","ARP3_HUMAN","ALDR_HUMAN","TRXR1_HUMAN","VATG1_HUMAN","MTAP_HUMAN","HNRH1_HUMAN","RSSA_HUMAN","MTPN_HUMAN","PPIA_HUMAN","HNRH3_HUMAN","RSU1_HUMAN","DX39B_HUMAN","MPCP_HUMAN","ARPC4_HUMAN","RS8_HUMAN","RL32_HUMAN","RL31_HUMAN","SMD2_HUMAN","AATC_HUMAN","AT5F1_HUMAN","ORN_HUMAN","TSN_HUMAN","TBB6_HUMAN","COPD_HUMAN","MTCH2_HUMAN","CNPY2_HUMAN","ADDA_HUMAN","DDX17_HUMAN","CPNE3_HUMAN","TXTP_HUMAN","RL9_HUMAN","CH10_HUMAN","RAB14_HUMAN","RUXE_HUMAN","CPNS1_HUMAN","SUCA_HUMAN","SRSF7_HUMAN","LAMP2_HUMAN","TADBP_HUMAN","CUTA_HUMAN","RS13_HUMAN","TPD54_HUMAN","SIAS_HUMAN","RTN4_HUMAN","CRIP2_HUMAN","PCBP2_HUMAN","RL28_HUMAN","OSTF1_HUMAN","SC24C_HUMAN","RS9_HUMAN","ARF4_HUMAN","RS18_HUMAN","GDIR1_HUMAN","COX2_HUMAN","ETHE1_HUMAN","RLA2_HUMAN","VATE1_HUMAN","LEG3_HUMAN","6PGL_HUMAN","ATP5L_HUMAN","BAF_HUMAN","RL30_HUMAN","TMM43_HUMAN","SMD3_HUMAN","VDAC2_HUMAN","RL27A_HUMAN","RAB5C_HUMAN","CPNE1_HUMAN","SRSF3_HUMAN","FKB1A_HUMAN","SC61B_HUMAN"
"OMICS_MFB001_MOCK_12h_1_Protein_001","mock",0.125763034,0.210007355,1.638016381,0.573047291,-0.678445795,2.563055197,-0.102662615,7.640779165,2.59672521,4.46955596,4.69008423,-0.312091561,2.82230905,3.44254525,5.14520259,5.937753305,1.26839226,0.18871136,3.88026526,1.999970242,5.183271867,0.659242233,-0.509168081,8.778269902,1.356714355,0.43663349,1.335923487,3.611777447,0.005625502,1.07808985,0.38299674,0.21066378,1.529866985,1.666885847,-0.950740648,3.672442297,1.254736115,2.088213075,0.245329307,3.079398292,4.41964231,0.289108258,0.23511523,5.228600627,0.0432383,-1.155388665,2.61713595,4.21496177,0.387749865,6.67120514,3.024679187,1.04780864,4.43364654,2.66515017,2.896457245,3.813393422,0.488849573,6.916427855,3.31345438,0.972255091,-0.6184877,1.968060527,2.151413227,5.298833805,4.77005089,1.031682241,3.9538471,1.88500933,2.054607847,2.738326045,-0.99093212,3.095970385,3.15896001,2.7918906,3.53737152,1.266848643,0.749503017,-0.619186228,2.03630124,0.958775105,0.604357915,2.890475747,-0.097618762,0.485238299,4.30548921,2.076479395,-0.04943454,1.445654134,1.460911601,1.54153041,2.42417461,2.584175773,4.31440059,-1.291632799,0.736721575,1.19125684,2.690520671,0.071789437,1.936408626,6.48940153,2.442871565,3.45517432,2.02059165,0.576549015,-0.778743218,-0.17046896,-1.23776374,0.021804155,1.217652745,2.910006767,1.20018819,4.036255925,-0.66723485,2.23677936,-2.29330288,3.154088715,1.314950996,-0.007424473,3.16583483,5.458558192,2.649917968,3.634235665,1.939751675,-0.867788228,1.485979715,5.41198403,0.13746904,-1.06193492,1.709003454,0.942875983,2.66815413,1.328721291,-0.720486272,-1.471794115,2.504742985,3.140401112,1.56039226,-2.43873004,0.813330169,3.093853225,2.86212143,1.790342668,3.441652932,-0.19141412,-2.11135502,0.102429896,3.774347505,-2.3710219,1.84939515,0.088238642,-0.17537071,0.428699939,0.5770818,2.116565932,3.270439165,0.99576061,3.192430335,-2.15701934,-0.473931156,1.920695055,5.070025325,2.19912086,3.250268465,0.152256482,0.689478651,4.022524585,0.80399584,2.314444725,2.314990486,-0.674849175,0.805518767,0.150778464,-0.068581981,1.886631495,-0.23439523,1.107985015,-2.080728444,1.915791545,-0.028276938,-0.188719122,-0.090086771,-0.263332215,-0.12942569,0.13111917,0.295788784,1.563737075,0.133512183,0.23866745,0.05788348,-0.087824787,-5.60093695,0.312964663,1.12082244,-0.632654598,1.279268481,-0.5614137,0.785850515,-0.294904536,0.131162779,3.250445008,0.30218472,1.034502715,1.083788773,0.496119484,2.862421745,0.459602162,3.503975265,0.517825339,-0.635736412,5.08845425,1.75694874,1.79084668,2.586588331,1.163514613,-0.126762715,-0.780251511,0.750977015,1.61620837,0.634698144,1.989654817,-0.655443938,0.268229073,2.43770681,1.197800615,2.522801663,1.7815897,9.529967574,0.918981085,2.986327375,0.836436446,-1.512284507,-0.029077245,2.0665969,3.427364962,1.76648312,0.02627175,1.837573335,-0.341818329,3.207831545,-1.325456775,-2.249709551,2.045985947,-0.05658222,0.70445839,3.153464165,-0.91819678,2.39081681,-0.172256253,-0.811469482,-1.352549749,2.12647727,-0.787856649,1.164250421,1.008320658,1.056604562,1.62616625,0.21033128,2.57280612,0.421856957,0.732828547,1.78374354,0.346682437,1.55137459,-1.597973647,-0.361003108,-0.689627624,-1.201524246,-0.484228234,0.587354347,0.043326,1.225467235,2.38911775,-0.688512352,0.100157595,-1.784517198,-0.855767083,3.386086436,2.048216402,-0.20873336,1.747793507,-0.194389393,-0.23181483,-1.33069162,1.704336777,-0.11305412,2.924362945,0.255632421,2.589747021,-0.064740542,2.705174196,-0.817699074,0.91148698,4.231368987,-0.665236285,0.89086271,0.172890165,3.177349545,0.56204345,0.63389207,2.63149308,3.05805823,0.8796695,0.576037644,-0.696403007,0.850246025,-0.467279987,-0.22111046,0.040205468,-1.74020831,1.264183014,-0.041044762,-0.037876919,0.809189923,2.964309237,-0.009868173,0.341630772,1.174543307,0.97089672,1.985521822,4.57526866,2.830959062,4.429948525,0.0522842,-0.312836988,-1.466855195,0.550460207,0.635709905,4.42832392,-0.213505016,-1.46488452,0.76356588,-0.39382146,-0.138907163,0.357921936,10.05007768,-2.523384425,2.997304125,-1.568551936,1.978577497,0.78419106,0.866799689,1.48404502,0.025184256,0.331617585,-0.479789431,-1.26906055,0.277321324,0.244350559,1.909281169,5.0579227,2.00284346,4.60611864,-0.02394634,1.044681267,1.928622412,2.64268012,4.39005944,1.50337444,-0.769461651,3.72335846,6.937913127,3.232430487,0.55402484,4.949001382,3.861723115,-0.155192009,1.434633039,0.55409392,0.870926286,1.977252574,0.745367895,1.7848266,-0.93317238,-0.616347713,3.244670772,-0.99368734,1.32738398,0.054552497,3.430808825,0.912911815,-0.85726043,2.20160832,3.462544852,-0.375166245,-0.497071206,0.4759312,-0.591642879,-0.026609251,1.653234135,-0.545687714,3.196235555,1.060390382,0.551813366,-0.84231769,2.941394932,2.614267503,1.372743365,-0.810267061,2.77927138,2.093393422,0.068451852,1.312128553,2.04434551,-2.44392009,3.305916627,2.459543792,2.560275377,-0.450928027,0.706723204,1.308506639,3.876684385,0.658550165,6.385382744,-0.08029449,0.332353825,0.38905153,3.512016885,0.88249422,3.211947617,2.297059172,1.9808108,0.056370875,-0.342295395,1.234307996,0.42465182,-1.581915681,2.64215781,0.482591427,-1.282595745,-2.04004135,-0.976108623,0.477421587,1.10478185,-0.900548277,2.37886341,2.810774785,-1.17364109,-0.5340707,2.198590245,0.657995474,0.08664165,0.69714844,0.069893002,2.44031884,1.991017252,2.762803885,1.464511764,4.525872198,0.858174723,2.55141717,1.298412397,-1.0810775,-0.72096541,2.33892636,1.70507019,2.587137288,3.66538037,0.784601158,0.494107495,3.813898055,-1.227510056,3.113951172,0.984460765,-1.26181029,0.651388118,1.802674227,1.169648982,0.69641988,3.12523671,2.549114705,0.65934359,-1.40331284,1.59037481,3.59526283,0.62074373
"OMICS_MFB001_MOCK_12h_3_Protein_008","mock",0.360676139,0.219015075,1.935709475,0.236656265,-0.533019437,2.325487488,-0.00697112,7.612296023,1.940104692,4.349299915,4.67665458,-0.191902229,3.15722628,3.467677555,5.094774243,5.948366955,1.12928549,0.8258714,3.98415648,1.9103967,5.322128758,0.615183017,-0.992979065,8.54968025,1.590306285,0.699758784,1.363502313,3.62664477,-0.290988488,1.10173355,0.476949655,0.438951335,1.446970073,1.341594745,-0.396093325,3.742582665,1.063233675,1.92350877,0.405201139,3.018346918,4.61676174,0.05424193,0.47885816,5.24753127,0.239541795,-0.172834625,2.487933085,4.0844704,0.670514698,6.71930888,2.85972684,1.07349569,4.09412273,2.94543915,3.12718731,3.691733968,0.738512975,7.023574332,3.585235735,-0.31531983,-0.0995192,2.176688945,2.43787076,5.020370028,4.4604366,0.303743661,3.61884299,1.70097892,2.91762237,2.776838785,-1.40583518,3.22992472,3.273489725,2.88535715,3.582235085,0.752356823,0.573420657,-0.130137673,2.14046831,1.518712045,0.83197449,3.063365223,0.239468595,0.306894435,4.54129249,2.342667768,0.514734055,1.327513865,1.58203403,1.508276637,2.31129738,2.83144997,3.99660173,-1.43978438,0.761784975,1.11107013,3.207708763,0.15540656,2.195809608,6.26750905,2.10350275,3.554482375,1.928204868,1.084764815,-0.328770572,-0.2302208,-2.47771201,-0.37632203,1.06523991,2.82790237,1.48153175,4.181325997,-0.90209326,2.39727277,-0.78032145,3.59338538,1.378135607,-0.062904203,3.13598207,5.153776913,2.60538134,3.793621245,2.14834547,-1.195622277,1.241074471,5.299162345,-0.06136659,-0.85438695,1.915005767,1.63718013,2.70214216,1.402806625,-0.890825072,-0.814565205,2.69310979,2.967658183,1.46982771,-2.36473368,1.205431247,3.044279385,3.11575413,1.692138613,3.176298748,0.11050822,-1.13876548,0.645570995,4.102064573,-3.31983809,1.709504678,0.100750992,-0.466725125,0.700273437,0.398883213,1.950692073,3.270410275,0.817330181,3.572797665,-2.72263745,-0.513795936,2.171292723,5.27986388,2.5250453,3.167739255,-0.018768673,0.694150481,3.94631004,1.183109692,2.070207964,2.557226111,-0.196623593,0.979470368,-0.00162358,-0.94557814,2.162253313,0.12568291,1.462084358,-1.716784151,1.977619324,-0.051097192,0.205372528,0.23567456,0.021781395,0.003902768,0.50145133,0.747387133,1.34038809,0.704990262,0.4270214,0.303495155,0.19257323,-3.5783441,-0.424863807,1.16004357,0.006189908,1.613379023,-0.883831736,0.40761829,0.07198779,0.170816255,3.5069722,0.28421608,1.0298178,1.231715617,0.498206719,2.94295957,0.497373166,3.66442445,0.47232587,0.131389226,5.32994061,1.606948305,1.893933225,2.74403113,1.459011368,-0.739007725,-0.853335106,1.188498975,1.173561778,-0.03399015,1.98560197,-0.139719988,0.362037903,2.661407166,1.40695216,2.326628333,1.850634045,9.343452038,1.179132523,3.07993977,0.479007438,-1.596253657,-0.71118201,2.226090765,4.387932405,2.12206287,0.25316094,1.724416215,-0.217911759,3.26160665,-1.092439568,-1.475501687,1.926150655,0.268498233,0.609336059,3.130569175,-1.23404243,2.44393963,-0.041563275,-0.427164857,-1.226882869,2.83246716,-0.338840917,0.968474193,0.92620249,0.931176592,1.18919324,0.23542603,2.57921628,0.459762971,0.84135868,1.59680081,-0.213466554,1.47957506,-1.760164851,-0.256181276,-0.910500392,-0.663876491,-0.441037226,0.78551605,-0.075670877,1.031349558,2.63128805,-0.394727607,0.093619117,-1.95040359,-1.557135983,3.26500543,2.344725628,-1.38059899,2.777414145,-0.287054996,-0.548022179,-0.9342406,1.590628689,0.15227015,2.98667063,0.168923784,2.71461289,0.384327025,2.83621618,-1.042637269,0.75338341,4.377782498,-0.78772389,0.945886685,-0.068949348,3.29083522,0.38373454,0.343790157,3.082962097,2.834353483,1.038316847,0.74524589,-0.563011931,1.05280567,-0.11607767,-0.60862986,-0.443500182,-1.92089252,1.361247785,0.03131639,-0.062313159,0.755088175,3.077133285,0.327686883,-0.085880178,1.425582515,1.21651687,2.045486388,4.867720765,2.73776073,4.578401915,0.37006639,1.27770774,-1.52546482,0.283023917,0.723614631,4.2901798,-0.650459448,-1.97947379,0.74042,-0.15494747,0.038497912,0.46038168,10.028748923,-2.1092652,2.63135749,-1.105013551,2.021630429,0.929827525,1.072327755,1.2826171,0.030397253,-0.075272895,-0.786257246,-0.81219778,0.122296894,0.699001359,1.933083675,4.942363001,1.935072485,4.668320345,-0.29888686,1.04976586,1.91249728,2.708757325,4.35714338,1.71124076,-0.804215633,3.6761192,7.238078324,3.081517328,0.77890116,5.086440503,3.83008229,-0.290284494,1.808947945,0.83334506,1.258313845,2.058098525,1.346841315,1.80012826,-2.26189985,-0.00789219,3.365775115,-1.21937377,1.34065035,-0.307300958,3.79859655,0.967199975,-0.621518046,2.038714385,3.345441235,0.27600237,-0.831703286,0.802770442,-0.533858572,0.590635259,1.33824196,-0.442716732,3.58299483,0.783949578,0.6382606,-0.17421944,3.02572199,2.884358386,1.6443865,-1.354634536,2.60505506,2.31570889,0.445231363,1.027938453,2.29570854,-1.29194316,3.231157508,2.22727797,2.250939758,-0.361800627,0.67129794,1.906565821,3.910027548,0.936652715,6.349187545,0.313070054,0.1794657,0.736764763,4.431822705,1.2799555,3.269738793,2.587922185,2.181594275,-1.75500763,-0.347122075,1.305586781,-0.03612558,-1.057999081,2.95854161,0.53451676,-0.60005045,-3.02243072,-0.97026816,0.99346622,1.194791375,-0.674002912,2.278435622,3.02009399,-0.16239149,0.03222417,2.22886508,-0.044267966,0.29182853,1.222639595,0.328898947,2.57885802,1.731774458,2.688942498,1.163015879,4.917208883,0.536108663,2.739357975,1.404286488,-1.68285406,-0.45515291,2.56749562,2.092766755,2.549213938,3.55128667,0.88573138,-0.35889413,3.847157075,-1.327130026,3.239005443,0.95973261,-0.773963728,0.868461283,2.049213677,0.827144753,0.73221378,3.064993048,2.46050643,0.77139689,-1.81847202,1.256177185,3.52532282,1.369063655
