"Protein","tstat_source","tstat_target","pval_source","pval_target","flag_source","flag_target","source_target_agreement"
"PREP_HUMAN",0.683498276865808,-0.265682563197075,0.49473702644964,0.791012693105199,0,0,1
"DDX1_HUMAN",-1.18501025008677,2.5175297340993,0.236805975527129,0.0132734635835666,0,1,0
"XRCC6_HUMAN",1.33810773056999,-0.299681016710901,0.181715420206431,0.765078751264839,0,0,1
"PSA7_HUMAN",-1.21246786405509,1.51793242372775,0.226138152099286,0.132085021196639,0,0,1
"SYNC_HUMAN",-2.32624459467868,3.25241777665836,0.0205936010784431,0.00149995929875468,-1,1,0
"MAP4_HUMAN",-0.521042829124586,-0.791044643830567,0.602660900091463,0.430720502207199,0,0,1
"PRP19_HUMAN",0.834451748417347,0.961994362902142,0.404586294071701,0.338227571927197,0,0,1
"AP2A1_HUMAN",-1.64089138605569,-0.296439205457114,0.10172168741393,0.767492685322184,0,0,1
"CTND1_HUMAN",0.13778676681573,-0.211271344316863,0.890486877169149,0.833074287239624,0,0,1
"XPO2_HUMAN",-0.213221453908562,-1.65204025954581,0.831276625154257,0.101370646405591,0,0,1
"MOES_HUMAN",-1.25553367664488,-1.53253210127938,0.210113960675139,0.128602683218911,0,0,1
"RS16_HUMAN",1.42363518241191,-1.37345889472223,0.155427963606668,0.17242096929739,0,0,1
"DDB1_HUMAN",-1.68013299420638,1.04545114490079,0.0938109382255796,0.298461393324046,0,0,1
"CAV1_HUMAN",1.21537580773499,-1.11680520366643,0.225030109302506,0.26662714512117,0,0,1
"PRS6A_HUMAN",1.16629331403963,0.00995806708795978,0.244276783270901,0.992074652710188,0,0,1
"ANXA7_HUMAN",1.1467198662884,2.25047839803432,0.252272835279634,0.0265971900385876,0,1,0
"ADRM1_HUMAN",0.35885234040888,-0.185056815605468,0.719918699094059,0.853508595380068,0,0,1
"IMB1_HUMAN",-0.499173975795774,-0.980362780425967,0.617966664058498,0.329095792570024,0,0,1
"HNRL2_HUMAN",1.11255495853131,1.52224169846686,0.266652077083919,0.130747333784486,0,0,1
"RL23A_HUMAN",0.828499961308373,0.311087926106903,0.407943267167725,0.756445446124438,0,0,1
"KINH_HUMAN",0.548408474822837,0.107392638131352,0.58375606559709,0.914685762009732,0,0,1
"CH60_HUMAN",2.33969203015049,-0.224776090077053,0.0198633510694986,0.822634018365267,1,0,0
"DDX5_HUMAN",0.574696013326544,2.67330552926409,0.565859915386963,0.00871721748752854,0,1,0
"PSME1_HUMAN",-3.00438359559044,0.957146979486831,0.00285583631342846,0.340786584635011,-1,0,0
"DC1I2_HUMAN",0.736914858480105,0.803469088660516,0.461659488028522,0.42358680344685,0,0,1
"OLA1_HUMAN",-0.596298653061354,0.244580234800484,0.551355181483292,0.807264194493048,0,0,1
"RL29_HUMAN",-0.0142576828239497,0.302166561475103,0.988632396890755,0.763186606367595,0,0,1
"PDXK_HUMAN",-1.5894631866597,4.07546686528786,0.11287992359757,9.434134509679e-05,0,1,0
"RL34_HUMAN",1.15404297748017,-0.400139372182796,0.249258807597904,0.689957117333277,0,0,1
"TBCB_HUMAN",0.28176566775663,1.43628450289335,0.778286915405515,0.153671133384489,0,0,1
"RS5_HUMAN",0.430695951313615,-0.173991651140608,0.666950472793489,0.862219157045486,0,0,1
"SC31A_HUMAN",1.95303007315854,-0.137108682116774,0.0516041838148993,0.891220688992461,0,0,1
"UBP14_HUMAN",-0.0307324611828586,0.0407520059994115,0.975500125214233,0.967577542215774,0,0,1
"RL8_HUMAN",1.398647789728,-0.298789801860788,0.162791648742173,0.765694682225105,0,0,1
"HINT1_HUMAN",-2.38520433529698,0.954858911988305,0.0175951980515626,0.341968499683372,-1,0,0
"SRC8_HUMAN",-1.50838814732997,0.674916607341991,0.132371411587249,0.501220668004616,0,0,1
"AP2M1_HUMAN",-2.1229340770492,-0.0747889721431999,0.0344893898505654,0.940530037517586,-1,0,0
"DCTN1_HUMAN",0.42347859734799,1.34493101155312,0.672201900850664,0.181711114655793,0,0,1
"DBNL_HUMAN",0.174167404485699,-0.408050024201614,0.861832930480773,0.684013674636015,0,0,1
"HXK1_HUMAN",1.98387517657394,-2.0085812179696,0.0480453533371734,0.047287457276943,1,-1,0
"HDGF_HUMAN",-1.61257929019585,3.63270494330713,0.107752652341743,0.000437208835881894,0,1,0
"PSME2_HUMAN",-1.71533624484965,2.03514177318137,0.0871603100556672,0.0443898426806059,0,1,0
"SYIM_HUMAN",0.48178643095746,0.297829999478891,0.630253810175357,0.766479411800594,0,0,1
"ARC1B_HUMAN",-1.2376923510457,-0.00553655521930531,0.216688666587047,0.995593285902844,0,0,1
"ETFA_HUMAN",0.417450318632436,-0.0998332186681424,0.676600703969827,0.920667190333456,0,0,1
"DCTN2_HUMAN",-0.105094164645379,1.98219062042375,0.916360323397767,0.0503482207641627,0,0,1
"UGDH_HUMAN",-0.467687065794881,2.08449480202707,0.64029458096368,0.0396183106624881,0,1,0
"CKAP4_HUMAN",2.69064792550876,-1.6040484501959,0.00746965196055602,0.111777652035557,1,0,0
"COX41_HUMAN",1.58069064430355,-0.389085815180681,0.114836820174236,0.698053855803159,0,0,1
"PSA4_HUMAN",-1.52819586933744,1.20003766307233,0.127360545499214,0.232806098658085,0,0,1
"HNRPF_HUMAN",0.572490624142812,0.610472248737984,0.567351410499588,0.54293223440109,0,0,1
"RAB7A_HUMAN",0.192034359575127,-0.492995897640641,0.847825140362667,0.622935945249748,0,0,1
"LRC59_HUMAN",0.845457854372302,-0.281786876327078,0.398423188520663,0.778521474684479,0,0,1
"SH3L3_HUMAN",-1.87954592633501,-0.160570956484677,0.0609873373902367,0.872753560041265,0,0,1
"IF4A1_HUMAN",-0.116203008489098,-1.48677621804067,0.907557479793949,0.139984958323087,0,0,1
"SERPH_HUMAN",1.43267960472705,-0.518466002234802,0.152832348848029,0.605311639877362,0,0,1
"DHB4_HUMAN",2.15025302679178,-1.52234896125958,0.0322189195404309,0.130913543036106,1,0,0
"SCRB2_HUMAN",1.15887607350673,1.72027368673548,0.247300002213545,0.0880916298218876,0,0,1
"SYK_HUMAN",0.264550209569703,0.244951843202267,0.791510482847827,0.80698573835374,0,0,1
"PSDE_HUMAN",0.862519335649245,-0.00279944408378015,0.38898698832297,0.99777227324958,0,0,1
"PDC6I_HUMAN",0.363242329521153,-0.603655324788113,0.716641186419591,0.547376133609436,0,0,1
"1433T_HUMAN",-2.4708566161252,-0.413683972509663,0.0139753170045534,0.679995983959202,-1,0,0
"VATB2_HUMAN",-0.96101151456006,0.454414241109152,0.33719887139958,0.650480890291125,0,0,1
"LPP_HUMAN",-0.349327066176785,1.08117946695452,0.727050318867633,0.282120060398124,0,0,1
"ILF2_HUMAN",-2.20633459077671,-0.204612745558785,0.0280007462126962,0.838250192422673,-1,0,0
"COR1B_HUMAN",-1.33606466382194,0.958172084658332,0.182390143154802,0.340253676822379,0,0,1
"EIF3F_HUMAN",1.38576280080501,-0.461056011949977,0.166703213798985,0.64579556884734,0,0,1
"PCNA_HUMAN",-1.3939515273792,0.160033616373599,0.164201706607555,0.873169290219424,0,0,1
"ALBU_HUMAN",0.358438198999968,-5.90782809144183,0.720229962017144,9.05172221212937e-08,0,-1,0
"DC1L2_HUMAN",-0.378340275354271,0.557192607420803,0.705403721466418,0.57865734957095,0,0,1
"PEBP1_HUMAN",-4.03153636159371,-0.028921400696941,6.86144755318031e-05,0.976971345595526,-1,0,0
"SF01_HUMAN",0.728502547723665,0.942879995948006,0.466787655569813,0.348080060012359,0,0,1
"RS15A_HUMAN",0.420966415176898,-0.583910988532007,0.674034265221347,0.560541795383664,0,0,1
"GLGB_HUMAN",-1.64171025908736,1.42645587288286,0.101536494929464,0.156674438581491,0,0,1
"AT1A1_HUMAN",1.15637212838258,-2.02851848400652,0.248304675469721,0.0450030818536481,0,-1,0
"USO1_HUMAN",0.710692967552141,0.312658504649613,0.477742175838753,0.755174552116519,0,0,1
"COPG1_HUMAN",0.962026709220537,-0.961115342283108,0.336689867295418,0.338570897442708,0,0,1
"FPPS_HUMAN",-2.41392983810577,-0.0761332529398927,0.0162901282832818,0.939454082293206,-1,0,0
"HEXB_HUMAN",-1.28646779286546,4.37331799659836,0.199118377797689,2.22554434459552e-05,0,1,0
"CNBP_HUMAN",-0.534497107025759,-0.399797412606482,0.593332698250409,0.690111978271145,0,0,1
"KLC1_HUMAN",-0.688267853376615,0.690383902247233,0.491735455641635,0.491421794245958,0,0,1
"HNRDL_HUMAN",1.44865512332171,0.900049049903041,0.148323945583039,0.370424444680755,0,0,1
"RS4X_HUMAN",1.00039203046846,-0.0840891915172564,0.317804431225203,0.93315173369276,0,0,1
"LDHB_HUMAN",-1.48295330225636,0.663016076086732,0.138978718201964,0.508852946412555,0,0,1
"TCPA_HUMAN",1.27034100115903,-1.27490329785775,0.204794978396362,0.205189827553317,0,0,1
"LDHA_HUMAN",-1.77753386162284,-1.47710029268498,0.0763597360746407,0.142520147727977,0,0,1
"GUAA_HUMAN",-0.790769121283351,0.829526332542334,0.429605430730206,0.408779247598213,0,0,1
"IF2A_HUMAN",-0.105427633182879,0.176903189033153,0.916095987741534,0.859941128482284,0,0,1
"CAPZB_HUMAN",-1.10691509623805,0.260018825432029,0.269081889274174,0.795375087921689,0,0,1
"RL38_HUMAN",1.70337397702071,0.205069985623657,0.0893758094458156,0.837938181812923,0,0,1
"PPIB_HUMAN",0.286016576357909,-0.641938858619952,0.775031785985415,0.522340222492865,0,0,1
"PDIA4_HUMAN",1.69052994462783,-0.581987088059077,0.0918074290123213,0.561867294966376,0,0,1
"EIF3H_HUMAN",0.315076201764846,-0.197293888368311,0.752889627190033,0.843992298465297,0,0,1
"PRDX6_HUMAN",-3.99511186648464,1.00546255839447,7.89241695221884e-05,0.316845225564222,-1,0,0
"LEG1_HUMAN",-0.51646130887694,0.48085029535559,0.605852934364395,0.631580191087027,0,0,1
"PARK7_HUMAN",-5.23405241805942,2.89872240187494,2.95676319220501e-07,0.00455701408920681,-1,1,0
"APMAP_HUMAN",3.38077520690536,-0.968870650470575,0.000807044568008983,0.334871729653873,1,0,0
"TAGL2_HUMAN",-0.94106027871846,-0.151373408238239,0.347313862263926,0.879938035046872,0,0,1
"RL23_HUMAN",1.89225139554229,-0.127472989367082,0.0592776137695844,0.898814827763752,0,0,1
"GDS1_HUMAN",-0.82740414082531,-2.2081614167854,0.408563215283492,0.0292509227290488,0,-1,0
"RS21_HUMAN",2.26283409361353,1.18263756507107,0.0242482510561441,0.239662169728471,1,0,0
"ATLA3_HUMAN",2.23101423119913,-1.4354942971863,0.0263312595265565,0.154039230953158,1,0,0
"PSMD2_HUMAN",0.767203906752098,-0.357327600232287,0.443470495566259,0.721544755086746,0,0,1
"TCPD_HUMAN",1.51461837109359,-0.461464172694793,0.130759642771232,0.64541910427207,0,0,1
"RS29_HUMAN",1.61549354130225,0.531893837834091,0.107091635396381,0.596030450005639,0,0,1
"RS6_HUMAN",1.277245531562,-0.0826705313589701,0.202349495079199,0.934288806323225,0,0,1
"CAZA2_HUMAN",0.107267321115734,1.87598010089497,0.914637334610268,0.0635568447613686,0,0,1
"HNRH2_HUMAN",-0.149910231582025,0.254155583288751,0.880920761259834,0.799859726254131,0,0,1
"RS25_HUMAN",0.994691687777965,0.541191677454413,0.320563083633068,0.589670780512853,0,0,1
"DHB12_HUMAN",1.95365750491528,-0.628333191203348,0.0515269625752147,0.531124855746464,0,0,1
"SND1_HUMAN",-0.727931813777911,-0.125514304064379,0.467134491037792,0.900364458428891,0,0,1
"IMDH2_HUMAN",0.954593244844427,-0.494301985097144,0.340431319544631,0.622068478155303,0,0,1
"HNRPK_HUMAN",-0.153064558614235,0.837547306787245,0.878434088870192,0.404270041445641,0,0,1
"TBCA_HUMAN",-3.15277238242893,2.99994051532867,0.00176431441358501,0.00333749678919305,-1,1,0
"RTCB_HUMAN",0.382723473483683,1.05832352063642,0.702153382086474,0.292325508281877,0,0,1
"GDIB_HUMAN",-1.85382768950355,0.268856958927876,0.0645917774749712,0.788604847987086,0,0,1
"HNRPD_HUMAN",0.217028702613427,3.08625376607011,0.828310302994432,0.00259392575696404,0,1,0
"ROAA_HUMAN",0.236165076028027,0.518672600922804,0.813440397425877,0.605123901353943,0,0,1
"HS105_HUMAN",0.693043747750062,0.926529571508334,0.488735154897488,0.356297201848404,0,0,1
"COPB_HUMAN",0.82742344181186,-0.909593026941714,0.40855151310237,0.365093242844967,0,0,1
"EIF3L_HUMAN",1.18316180453188,-0.448282626839288,0.237534650649581,0.654744422292318,0,0,1
"DAZP1_HUMAN",0.791145096260742,1.18437012981625,0.429386373271114,0.239280123769495,0,0,1
"TXD17_HUMAN",-1.36603166716078,-0.802391063974679,0.172811897042588,0.42425393349488,0,0,1
"EIF3B_HUMAN",1.41403145906777,-0.0468889192406943,0.158227375040446,0.962696744124887,0,0,1
"S10A6_HUMAN",0.306048789641691,0.883852714335902,0.75974647081973,0.379090567152621,0,0,1
"BIEA_HUMAN",-0.935343247775926,1.25445245924531,0.350246628213587,0.212468525658312,0,0,1
"XRCC5_HUMAN",0.362926981000217,-0.667136527532062,0.716875118659235,0.506184883959511,0,0,1
"KHDR1_HUMAN",1.06643041741425,0.412787652356343,0.286952599615775,0.680596612540936,0,0,1
"RINI_HUMAN",-1.66237570598075,0.182208891345491,0.0973348896240626,0.855775419785375,0,0,1
"RS20_HUMAN",2.56790893028783,0.209192750641374,0.0106412850152521,0.834722835867141,1,0,0
"RANG_HUMAN",-1.3712098329892,0.827892885132542,0.171173498653984,0.40967768682266,0,0,1
"SNX6_HUMAN",-0.492417090522286,0.816336893339012,0.622728077987939,0.416254591658082,0,0,1
"RL27_HUMAN",1.55448867565368,0.16230025285417,0.12095650810508,0.87140440788496,0,0,1
"RS12_HUMAN",1.09711221898788,-0.715840557587989,0.273336383500077,0.475643747413934,0,0,1
"STOM_HUMAN",0.328636888768187,-2.11846165178066,0.742624920943737,0.0367189995110007,0,-1,0
"CD9_HUMAN",0.0759742257325878,-4.01161645989177,0.939482287407035,0.000115278725062627,0,-1,0
"RS19_HUMAN",1.30343610074812,0.978781405971483,0.193270292865958,0.330292882649428,0,0,1
"NDUAD_HUMAN",2.01524510448074,-0.676690805822019,0.0446379903437854,0.500103833936853,1,0,0
"ARP3_HUMAN",-1.05972561490129,-1.15508322396501,0.290011859477287,0.250650495991865,0,0,1
"ALDR_HUMAN",-2.20561148274774,3.53275779503426,0.0280540404333555,0.00056301545283533,-1,1,0
"TRXR1_HUMAN",-1.78403365074045,2.39057242319825,0.0752731035240295,0.0186830435524115,0,1,0
"VATG1_HUMAN",-0.09170654890715,2.09428433748513,0.926983248198328,0.0387347822628616,0,1,0
"MTAP_HUMAN",-1.60758782722258,1.56773009215751,0.108826440059027,0.12016760008323,0,0,1
"HNRH1_HUMAN",-0.498970037729306,-0.400786693419996,0.618124779378036,0.689330653957977,0,0,1
"RSSA_HUMAN",2.8407536856663,-0.120895662743642,0.00476321673413524,0.904027486973301,1,0,0
"MTPN_HUMAN",-1.77805774687299,0.599882228581391,0.0762727590885951,0.549863075135905,0,0,1
"PPIA_HUMAN",-1.06836875059606,0.635792405102296,0.286081206934955,0.526295566377052,0,0,1
"HNRH3_HUMAN",3.24467129694642,0.4203032094856,0.00128745858805143,0.675104404597176,1,0,0
"RSU1_HUMAN",-1.01137993217225,0.498410223085929,0.312521852789953,0.61917745554007,0,0,1
"DX39B_HUMAN",0.00210580136947596,-0.118700420818994,0.998320994339626,0.905744514891414,0,0,1
"MPCP_HUMAN",1.8636751326213,-2.11473726120424,0.0632044369674423,0.03664762253517,0,-1,0
"ARPC4_HUMAN",-1.15568875278419,-1.65380152467449,0.248599940785259,0.101223016903804,0,0,1
"RS8_HUMAN",1.02277035246786,-0.537175118946507,0.307112772682212,0.592361765120254,0,0,1
"RL32_HUMAN",0.997976072692344,0.0143585845856663,0.318971068663827,0.988572048497071,0,0,1
"RL31_HUMAN",2.06907565927492,0.556225157206767,0.0392603079303092,0.579336838804534,1,0,0
"SMD2_HUMAN",1.36860452950393,0.797786642647085,0.171998056546646,0.426967772331415,0,0,1
"AATC_HUMAN",-2.34932188324786,2.56059303311352,0.0193887135700493,0.0118614293729663,-1,1,0
"AT5F1_HUMAN",1.63233533134695,-0.16320186219167,0.103496150535612,0.870691191959644,0,0,1
"ORN_HUMAN",-0.87403817488276,1.25232606576871,0.382691635226322,0.213524997889646,0,0,1
"TSN_HUMAN",-2.55011657065867,1.77635270028997,0.0111923203776569,0.078709838087913,-1,0,0
"TBB6_HUMAN",0.840065971123607,-1.14906640054537,0.40143521691438,0.253348579774452,0,0,1
"COPD_HUMAN",-0.645638883288006,-0.855620383951227,0.51893223630104,0.393944295101791,0,0,1
"MTCH2_HUMAN",1.01943904447966,0.131635584369243,0.308693521385456,0.895540606356309,0,0,1
"CNPY2_HUMAN",0.0653961609683014,-1.05872410061403,0.947895288957753,0.292235655082936,0,0,1
"ADDA_HUMAN",-0.157054479285708,0.781070676160397,0.875290962394982,0.436537817516713,0,0,1
"DDX17_HUMAN",0.253645909747465,0.10876237642071,0.799915625698659,0.913602903471554,0,0,1
"CPNE3_HUMAN",1.15084042022867,-0.353892136927352,0.250570603601447,0.724148797085139,0,0,1
"TXTP_HUMAN",0.0753995761377591,-1.015187786418,0.939940877566592,0.312704190334752,0,0,1
"RL9_HUMAN",1.65798441920964,0.226915989905612,0.0982014513188676,0.820943244671754,0,0,1
"CH10_HUMAN",0.797544441179049,1.20892212620729,0.425667745585337,0.229480875656352,0,0,1
"RAB14_HUMAN",0.569499052683492,-1.7937990500223,0.569376681207808,0.075600907765854,0,0,1
"RUXE_HUMAN",1.92140493740584,-0.0333199162634365,0.0554918640142364,0.97348519310662,0,0,1
"CPNS1_HUMAN",-0.461606317791262,0.137446961810091,0.644646478600387,0.890945405241295,0,0,1
"SUCA_HUMAN",0.734564795764377,0.0512922796401152,0.463088302539118,0.959197763695227,0,0,1
"SRSF7_HUMAN",0.928412824811888,1.2844481285496,0.353822542988408,0.202128307094259,0,0,1
"LAMP2_HUMAN",-0.0779197641672445,1.86823287308296,0.937935702995335,0.0645157122995539,0,0,1
"TADBP_HUMAN",1.3420564023902,0.630536985424154,0.180445909820361,0.529636068003613,0,0,1
"CUTA_HUMAN",-2.73353587093353,1.26875008565532,0.00659119031870218,0.207378058421183,-1,0,0
"RS13_HUMAN",0.237444922192051,-0.318008016474405,0.812448511808091,0.751135575171145,0,0,1
"TPD54_HUMAN",-1.45259088235266,-0.428917139760667,0.147218989748728,0.668958989161749,0,0,1
"SIAS_HUMAN",-1.3451117916277,3.54359354154087,0.179452437464934,0.00055749856073496,0,1,0
"RTN4_HUMAN",0.0992191921006188,-0.830553767342751,0.921020089240298,0.408009157341529,0,0,1
"CRIP2_HUMAN",-1.69129469044863,2.18238586263336,0.0916673541060642,0.0312085703566831,0,1,0
"PCBP2_HUMAN",0.515762747187412,0.558603726485469,0.606340284949134,0.577633227356644,0,0,1
"RL28_HUMAN",2.94566639504366,-0.00648015033938381,0.00343495555804217,0.994843207374972,1,0,0
"OSTF1_HUMAN",-0.77740225105591,-0.842908647752646,0.437440519782823,0.401285569548706,0,0,1
"SC24C_HUMAN",0.662124470905059,-0.627604994311356,0.508320041899429,0.531739366143903,0,0,1
"RS9_HUMAN",1.42312758858472,-0.633452751999198,0.15557604107112,0.527898359086188,0,0,1
"ARF4_HUMAN",-0.299487788955816,-0.288728977902363,0.764746466497276,0.773363533564763,0,0,1
"RS18_HUMAN",0.683239851152594,0.0564860480070663,0.494900732078803,0.955072235215044,0,0,1
"GDIR1_HUMAN",-1.48558682982991,2.39162333641981,0.138273448532824,0.0186573467301887,0,1,0
"COX2_HUMAN",1.21927834384886,-2.5843246790093,0.223545831694428,0.0111785046727919,0,-1,0
"ETHE1_HUMAN",0.319228405726416,-1.95858117928501,0.749742884849693,0.052797761299767,0,0,1
"RLA2_HUMAN",-0.597709570581868,0.779736024735701,0.55041375943187,0.437761426012437,0,0,1
"VATE1_HUMAN",-0.426255969825622,0.21563133017353,0.670179696066046,0.829706275600912,0,0,1
"LEG3_HUMAN",-0.240843918647036,0.258381952056754,0.809814758346593,0.796618250478952,0,0,1
"6PGL_HUMAN",-2.74653413922119,1.56037184950881,0.00633157354405807,0.121832775458082,-1,0,0
"ATP5L_HUMAN",1.0724250122682,-0.210316706386921,0.284255941391996,0.833819493480099,0,0,1
"BAF_HUMAN",-1.40831915870666,1.66069730096417,0.159909370830278,0.0998398522370516,0,0,1
"RL30_HUMAN",1.70879041386467,0.321208644758639,0.0883614988569693,0.748770791248213,0,0,1
"TMM43_HUMAN",3.9280672215016,-3.587745429385,0.000103168479174002,0.00047450322159473,1,-1,0
"SMD3_HUMAN",3.06624620021591,0.0169137693204674,0.0023335631938287,0.986538589962002,1,0,0
"VDAC2_HUMAN",4.18902539758946,-0.283731057922194,3.5384484174783e-05,0.777257190647659,1,0,0
"RL27A_HUMAN",2.63302006633265,0.618997849377674,0.00883189749578658,0.537344984124267,1,0,0
"RAB5C_HUMAN",1.3582580881147,-0.665493764569963,0.17524432909852,0.507313953845848,0,0,1
"CPNE1_HUMAN",1.06483505176564,0.445170240833263,0.287673240617596,0.657115680311931,0,0,1
"SRSF3_HUMAN",0.94138468472126,2.2460108439269,0.347146465791123,0.0271379742113761,0,1,0
"FKB1A_HUMAN",-1.89122314451475,1.07505578064519,0.0594225576548062,0.285215538169986,0,0,1
"SC61B_HUMAN",2.90433613537929,0.148153182202961,0.00391045169472948,0.882535118094719,1,0,0
